start_id,type,end_id
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_1
nsw_legislation:2022-11-25/act-1997-078_part_4_division_1,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_30
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_31
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_32
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_33
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_34
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_35
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_36
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_37
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_2
nsw_legislation:2022-11-25/act-1997-078_part_4_division_2,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_38
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_3
nsw_legislation:2022-11-25/act-1997-078_part_4_division_3,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_39
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_3
nsw_legislation:2022-11-25/act-1997-078_part_4_division_3,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_40
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_3
nsw_legislation:2022-11-25/act-1997-078_part_4_division_3,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_41
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_4
nsw_legislation:2022-11-25/act-1997-078_part_4,HAS_DIVISION,nsw_legislation:2022-11-25/act-1997-078_part_4_division_3
nsw_legislation:2022-11-25/act-1997-078_part_4_division_3,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_4_section_42
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_43
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_44
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_45
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_46
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_47
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_48
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_49
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_50
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_1
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_2
nsw_legislation:2022-11-25/act-1997-078,HAS_PART,nsw_legislation:2022-11-25/act-1997-078_part_5
nsw_legislation:2022-11-25/act-1997-078_part_5,HAS_SECTION,nsw_legislation:2022-11-25/act-1997-078_part_5_section_3
